account_id,company_name,company_email,company_phone,company_address,company_country,company_city,company_credit_limit,company_currency
9e6d344f-01d6-4916-bd1a-ec88b2fcce14,Velocity Performance Holdings,velocity_performance_holdings@company.com,+44-212-106-6235,"591 Piccadilly, London, SW1A 1AA",United Kingdom,London,24348,GBP
8a2e34b4-aeff-4218-abbb-47875183a634,Momentum Arena Holdings,momentum_arena_holdings@company.com,+44-446-439-7950,"361 Regent St, London, SW1A 1AA",United Kingdom,London,27366,GBP
a027eeb0-b30f-4b07-bc6a-043932ddd1e4,Zen Collective Holdings,zen_collective_holdings@company.com,+49-359-713-7189,"752 Oxford St, Berlin, 10117",Germany,Berlin,18807,EUR
c9cffe9a-4e9c-420f-9f9a-d4ac8696e1c1,Zen Labs Holdings,zen_labs_holdings@company.com,+49-998-839-9954,"100 Kurfürstendamm, Berlin, 10117",Germany,Berlin,19206,EUR
23e1b34b-68a1-4eef-b387-c9f409d88495,Flex Collective Holdings,flex_collective_holdings@company.com,+49-832-936-9133,"588 Unter den Linden, Munich, 80331",Germany,Munich,27943,EUR
75c6aa7f-524b-4228-b395-f5cc0de8b7e5,Velocity Gear Holdings,velocity_gear_holdings@company.com,+44-403-628-9494,"622 Fleet St, London, SW1A 1AA",United Kingdom,London,17766,GBP
2f29bdc1-4aa0-4570-a4ac-5d3d354d5a74,Velocity Performance Holdings,velocity_performance_holdings@company.com,+49-672-579-8212,"62 Piccadilly, Hamburg, 20095",Germany,Hamburg,22007,EUR
7d49d0ec-5dea-4410-a4e8-9859ad085d01,Pulse Collective Holdings,pulse_collective_holdings@company.com,+44-773-278-8257,"607 Royal Mile, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,28118,GBP
11763b89-9eb2-4315-9670-e5e652432453,Summit Arena Holdings,summit_arena_holdings@company.com,+49-722-396-4354,"186 Marktplatz, Hamburg, 20095",Germany,Hamburg,15142,EUR
30ee6804-f624-494e-889e-b4201081220f,Zen Studios Holdings,zen_studios_holdings@company.com,+49-202-450-7430,"600 Unter den Linden, Berlin, 10117",Germany,Berlin,20291,EUR
ea1557c8-f5ea-4929-9dcc-b73ac2f39134,Zen Gear Holdings,zen_gear_holdings@company.com,+44-829-624-3190,"562 Baker St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,20942,GBP
8d161942-341e-469a-98ac-c1e164497665,Peak Athletics Holdings,peak_athletics_holdings@company.com,+44-732-393-5465,"511 Marktplatz, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,22544,GBP
df183844-4e17-4273-847f-b517f38876f4,Apex Performance Holdings,apex_performance_holdings@company.com,+44-721-787-3564,"468 Baker St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,10610,GBP
8547995b-fec3-45a6-831d-913ac0e17e3c,Pulse Dynamics Holdings,pulse_dynamics_holdings@company.com,+49-678-209-5597,"744 Baker St, Hamburg, 20095",Germany,Hamburg,14793,EUR
17a10091-62d5-4e8f-931b-4a2a93c94056,Stride Performance Holdings,stride_performance_holdings@company.com,+44-746-959-1286,"403 Kurfürstendamm, London, SW1A 1AA",United Kingdom,London,11242,GBP
aefb8e92-519f-4013-9277-44c5973976ca,Velocity Performance Holdings,velocity_performance_holdings@company.com,+44-402-948-5765,"754 King's Rd, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,16205,GBP
1243126b-37f0-45a0-8228-4e3b4322f85f,Apex Labs Holdings,apex_labs_holdings@company.com,+49-327-380-3167,"85 King's Rd, Berlin, 10117",Germany,Berlin,15636,EUR
8c2d8083-d2e9-40aa-8fca-6ed5cbc03475,Velocity Arena Holdings,velocity_arena_holdings@company.com,+49-694-535-5263,"118 Piccadilly, Munich, 80331",Germany,Munich,29469,EUR
019c9f53-c0a0-4127-bf5c-0ed4ddaf9483,Velocity Athletics Holdings,velocity_athletics_holdings@company.com,+49-794-833-7166,"403 Baker St, Hamburg, 20095",Germany,Hamburg,20852,EUR
c85512d9-72e6-4d1f-ac79-e7afc750e9c4,Core Studios Holdings,core_studios_holdings@company.com,+44-996-793-2037,"821 Princes St, London, SW1A 1AA",United Kingdom,London,21605,GBP
df4f6d0e-1492-4b76-bff8-e3d393832cae,Zen Performance Holdings,zen_performance_holdings@company.com,+44-259-528-9391,"170 Queen St, Manchester, M2 5DB",United Kingdom,Manchester,20278,GBP
4d8c8a2c-6ed1-4923-a853-002ccf5b6bec,Pulse Co Holdings,pulse_co_holdings@company.com,+49-232-813-7723,"856 Speicherstadt, Munich, 80331",Germany,Munich,10359,EUR
e6e99543-c9b9-4430-800b-5d5b5bbef483,Core Labs Holdings,core_labs_holdings@company.com,+49-622-925-8199,"549 Princes St, Hamburg, 20095",Germany,Hamburg,20329,EUR
80cc0a3a-dcd0-4db8-8fe8-4a92943a9d8e,Peak Outfitters Holdings,peak_outfitters_holdings@company.com,+44-315-195-1832,"44 Speicherstadt, London, SW1A 1AA",United Kingdom,London,24780,GBP
0c2a1fd0-6c9a-457e-a8d5-5e5d6f508616,Apex Arena Holdings,apex_arena_holdings@company.com,+49-581-803-1794,"82 Royal Mile, Munich, 80331",Germany,Munich,17960,EUR
5a2efd41-73a4-4768-b3e4-92c3059bebb4,Pulse Arena Holdings,pulse_arena_holdings@company.com,+49-713-918-6975,"460 Princes St, Munich, 80331",Germany,Munich,24482,EUR
b2ce3d31-e152-41db-9577-01f8fddd3582,Momentum Co Holdings,momentum_co_holdings@company.com,+44-788-520-5276,"363 Fleet St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,17174,GBP
9bd5d34f-1aa3-4585-9d66-6b5c7ed9c72c,Flex Studios Holdings,flex_studios_holdings@company.com,+44-735-607-2577,"174 Speicherstadt, Manchester, M2 5DB",United Kingdom,Manchester,24173,GBP
e9e84876-ad9a-4f3e-8719-47d912052d19,Pulse Co Holdings,pulse_co_holdings@company.com,+49-413-904-5875,"752 Fleet St, Hamburg, 20095",Germany,Hamburg,17556,EUR
82d5c497-4d20-4231-b4c9-586e223e549c,Core Collective Holdings,core_collective_holdings@company.com,+44-935-130-4582,"430 Queen St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,11229,GBP
983b5d21-2ec1-458a-9e6e-c2df7a0d3f33,Momentum Studios Holdings,momentum_studios_holdings@company.com,+49-643-490-9494,"781 Leopoldstrasse, Berlin, 10117",Germany,Berlin,24918,EUR
6e9d19c1-e0f1-4609-825f-1eb4c93289ef,Apex Outfitters Holdings,apex_outfitters_holdings@company.com,+49-221-505-1784,"467 Fleet St, Hamburg, 20095",Germany,Hamburg,10976,EUR
80fd76b1-33e3-486f-a32b-f74198339197,Peak Dynamics Holdings,peak_dynamics_holdings@company.com,+44-538-684-1829,"812 King's Rd, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,28634,GBP
c46a352c-56de-4d4a-b5f8-e3dd32af892f,Pulse Studios Holdings,pulse_studios_holdings@company.com,+49-596-504-4514,"229 Oxford St, Munich, 80331",Germany,Munich,14861,EUR
d66b6e79-1234-46d5-b78e-d2de62b72185,Apex Studios Holdings,apex_studios_holdings@company.com,+49-304-218-3239,"475 Princes St, Berlin, 10117",Germany,Berlin,18341,EUR
b0d69a9c-2250-4fdb-84af-e8c94972e2a8,Core Gear Holdings,core_gear_holdings@company.com,+44-474-766-2395,"442 Marktplatz, Manchester, M2 5DB",United Kingdom,Manchester,13788,GBP
ded3dd9e-f4cd-4211-81b8-093ae6993265,Momentum Performance Holdings,momentum_performance_holdings@company.com,+49-886-813-6114,"411 Piccadilly, Berlin, 10117",Germany,Berlin,17839,EUR
54c9a2aa-05c9-45c0-8ec8-bb71cf033793,Apex Gear Holdings,apex_gear_holdings@company.com,+49-687-633-8468,"665 Regent St, Berlin, 10117",Germany,Berlin,13534,EUR
fc515da8-fc8f-4245-a2ee-522950444f61,Pulse Co Holdings,pulse_co_holdings@company.com,+44-419-367-6457,"611 Regent St, Manchester, M2 5DB",United Kingdom,Manchester,27291,GBP
d86912e2-5d9a-4e81-8724-41c7b27886d5,Velocity Dynamics Holdings,velocity_dynamics_holdings@company.com,+44-813-946-1134,"345 King's Rd, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,23428,GBP
d06993f9-d1a9-468f-b7e7-9afeb51990fd,Stride Performance Holdings,stride_performance_holdings@company.com,+49-686-581-7640,"364 Baker St, Berlin, 10117",Germany,Berlin,29454,EUR
fd990299-0f4c-4635-8da5-8a66e58dc797,Zen Athletics Holdings,zen_athletics_holdings@company.com,+49-839-775-5450,"555 Maximilianstrasse, Hamburg, 20095",Germany,Hamburg,19185,EUR
48e691f6-335d-4634-a23f-ad593c9cca8f,Summit Gear Holdings,summit_gear_holdings@company.com,+49-308-555-3986,"729 Kurfürstendamm, Hamburg, 20095",Germany,Hamburg,24690,EUR
3f1e037c-07fd-472b-81ec-567843fa6868,Peak Dynamics Holdings,peak_dynamics_holdings@company.com,+44-935-470-3037,"162 Royal Mile, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,13459,GBP
ea9b1671-46b2-4c32-b099-584fd6e027c4,Flex Collective Holdings,flex_collective_holdings@company.com,+49-870-690-8931,"389 Queen St, Hamburg, 20095",Germany,Hamburg,26840,EUR
9dcdc038-1a05-4252-9f38-09ab87ecad0d,Summit Athletics Holdings,summit_athletics_holdings@company.com,+44-946-522-4070,"514 Piccadilly, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,29926,GBP
2b815f2d-86bf-43a2-9003-7dfa8bbc5304,Peak Outfitters Holdings,peak_outfitters_holdings@company.com,+49-256-710-5294,"816 Piccadilly, Munich, 80331",Germany,Munich,26294,EUR
2bd48f93-276b-4f7d-b860-c33c5d3ac432,Core Gear Holdings,core_gear_holdings@company.com,+49-420-507-2880,"605 Royal Mile, Hamburg, 20095",Germany,Hamburg,21278,EUR
7b637876-24a3-4e3f-b0aa-d5fada628153,Peak Studios Holdings,peak_studios_holdings@company.com,+44-371-157-6955,"149 King's Rd, London, SW1A 1AA",United Kingdom,London,18886,GBP
9bbf3659-1964-4f47-8d5c-c2e97f0ca55d,Peak Arena Holdings,peak_arena_holdings@company.com,+49-667-632-5479,"896 Maximilianstrasse, Hamburg, 20095",Germany,Hamburg,20784,EUR
18277cf0-b41a-4b9d-929f-ee41ffea24e2,Velocity Studios Holdings,velocity_studios_holdings@company.com,+44-608-548-5337,"105 High St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,16163,GBP
c535859a-dd08-414b-b1cf-2bf5a3675139,Flex Performance Holdings,flex_performance_holdings@company.com,+49-524-660-6341,"540 Princes St, Berlin, 10117",Germany,Berlin,20118,EUR
b33db72d-7078-442a-b731-a79b03790c79,Summit Gear Holdings,summit_gear_holdings@company.com,+49-559-205-4535,"108 Kurfürstendamm, Hamburg, 20095",Germany,Hamburg,18396,EUR
deb4d257-b741-49d6-8b0b-9bb79f8f31e3,Velocity Arena Holdings,velocity_arena_holdings@company.com,+49-577-679-8723,"246 Oxford St, Hamburg, 20095",Germany,Hamburg,20162,EUR
3878bfd9-94c7-423b-b919-758336d047c2,Stride Labs Holdings,stride_labs_holdings@company.com,+44-795-478-8996,"741 Royal Mile, Manchester, M2 5DB",United Kingdom,Manchester,20247,GBP
4528fb0a-1768-43fe-8de5-0416d7846a36,Flex Co Holdings,flex_co_holdings@company.com,+44-871-949-5766,"281 Regent St, Manchester, M2 5DB",United Kingdom,Manchester,18509,GBP
dff91498-34ca-4855-a910-95c3a75158d7,Momentum Collective Holdings,momentum_collective_holdings@company.com,+44-235-586-6837,"586 Speicherstadt, London, SW1A 1AA",United Kingdom,London,17138,GBP
48e6bb13-d29a-48f3-940f-3b1387df908b,Apex Co Holdings,apex_co_holdings@company.com,+44-384-592-1561,"602 Piccadilly, London, SW1A 1AA",United Kingdom,London,16319,GBP
99100cb1-961d-47e3-800d-876aadf70f99,Pulse Dynamics Holdings,pulse_dynamics_holdings@company.com,+44-641-452-1836,"544 Maximilianstrasse, London, SW1A 1AA",United Kingdom,London,14527,GBP
372abc87-d92c-4e86-804c-14c2dc97ce15,Zen Co Holdings,zen_co_holdings@company.com,+49-592-245-3232,"706 Fleet St, Hamburg, 20095",Germany,Hamburg,15501,EUR
87407eda-2b7e-464b-accf-b1e79bbc4d53,Pulse Dynamics Holdings,pulse_dynamics_holdings@company.com,+44-210-591-2865,"124 Queen St, Edinburgh, EH2 2DF",United Kingdom,Edinburgh,21437,GBP
42fcb242-843d-4d2b-97b9-f2f18e69b1e3,Core Dynamics Holdings,core_dynamics_holdings@company.com,+44-657-519-5626,"459 Piccadilly, London, SW1A 1AA",United Kingdom,London,24465,GBP
